"","dbp:column First-class_cricket", "0.00229533282325937", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00229533282325937 condAB=1.0 condBA=0.00230061349693252 supA=12.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1948' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1949' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00395882818685669", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00395882818685669 condAB=0.555555555555556 condBA=0.00398724082934609 supA=9.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1950' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1950' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00396510705789056", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00396510705789056 condAB=0.714285714285714 condBA=0.00398724082934609 supA=7.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1951' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1951' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00114898506319418", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114898506319418 condAB=1.0 condBA=0.00115030674846626 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1952' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1953' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'in 1954' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.0086682427107959", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.0086682427107959 condAB=0.733333333333333 condBA=0.0087719298245614 supA=15.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1955' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00286752055056395", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00286752055056395 condAB=1.0 condBA=0.00287576687116564 supA=15.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1955' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.004739336492891", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.004739336492891 condAB=0.5 condBA=0.00478468899521531 supA=12.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1956' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'to 1956' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1957' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.0055379746835443", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.0055379746835443 condAB=0.7 condBA=0.00558213716108453 supA=10.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1958' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00114898506319418", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114898506319418 condAB=1.0 condBA=0.00115030674846626 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1958 to' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00395882818685669", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00395882818685669 condAB=0.555555555555556 condBA=0.00398724082934609 supA=9.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1959' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1959' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'to 1960' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1961' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00395882818685669", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00395882818685669 condAB=0.555555555555556 condBA=0.00398724082934609 supA=9.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1962' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1962' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00153139356814701", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153139356814701 condAB=1.0 condBA=0.00153374233128834 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1963' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00172182896498948", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172182896498948 condAB=0.818181818181818 condBA=0.00172546012269939 supA=11.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1964' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00225988700564972", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00225988700564972 condAB=0.545454545454545 condBA=0.00226928895612708 supA=11.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1964' in l_e(c,p,os) ", 
"","dbp:country India@en", "0.00957854406130268", "e dbp:country India@en", "Cricketer", "Coherence=0.00957854406130268 condAB=0.333333333333333 condBA=0.00986193293885602 supA=15.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and '1964' in l_e(c,p,so) ", 
"","dbp:column First-class_cricket", "0.00172248803827751", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00172248803827751 condAB=1.0 condBA=0.00172546012269939 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1965' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00133971291866029", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00133971291866029 condAB=0.777777777777778 condBA=0.0013420245398773 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1966' in l_e(c,p,os) ", 
"","dbp:birthPlace England", "0.00415973377703827", "e dbp:birthPlace England", "Cricketer", "Coherence=0.00415973377703827 condAB=0.384615384615385 condBA=0.00420521446593776 supA=13.0 supB=1189.0", "NN", "Coherence", "e", "http://dbpedia.org/property/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and '1967' in l_e(c,p,so) ", 
"","dbp:column First-class_cricket", "0.00134022592379858", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00134022592379858 condAB=1.0 condBA=0.0013420245398773 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1967' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.0015311004784689", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.0015311004784689 condAB=0.888888888888889 condBA=0.00153374233128834 supA=9.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1968' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00188465887674331", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188465887674331 condAB=0.555555555555556 condBA=0.0018910741301059 supA=9.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1968' in l_e(c,p,os) ", 
"","dbo:birthPlace England", "0.0040290088638195", "e dbo:birthPlace England", "Cricketer", "Coherence=0.0040290088638195 condAB=0.5 condBA=0.00406173842404549 supA=10.0 supB=1231.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and '1968' in l_e(c,p,so) ", 
"","dbp:column Test_cricket", "0.00395882818685669", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00395882818685669 condAB=0.555555555555556 condBA=0.00398724082934609 supA=9.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1969' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'from 1969' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00395569620253164", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00395569620253164 condAB=0.5 condBA=0.00398724082934609 supA=10.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1970' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00153080750095675", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153080750095675 condAB=0.8 condBA=0.00153374233128834 supA=10.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1970' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57670944263551E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57670944263551E-4 condAB=1.0 condBA=9.58588957055215E-4 supA=5.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and 'to 1971' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00338983050847458", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00338983050847458 condAB=0.818181818181818 condBA=0.00340393343419062 supA=11.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1971' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00153080750095675", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153080750095675 condAB=0.8 condBA=0.00153374233128834 supA=10.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1972' in l_e(c,p,os) ", 
"","dbp:club Oxford_University_Cricket_Club", "0.0121654501216545", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0121654501216545 condAB=0.833333333333333 condBA=0.0123456790123457 supA=6.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and 'in 1972' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00153139356814701", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00153139356814701 condAB=1.0 condBA=0.00153374233128834 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1973' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00188536953242836", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188536953242836 condAB=0.625 condBA=0.0018910741301059 supA=8.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1973' in l_e(c,p,os) ", 
"","dbo:birthPlace India", "0.0177304964539007", "e dbo:birthPlace India", "Cricketer", "Coherence=0.0177304964539007 condAB=0.294117647058824 condBA=0.0188679245283019 supA=17.0 supB=265.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/birthPlace", "http://dbpedia.org/resource/India", "dbo:Cricketer in c_e and '1973' in l_e(c,p,so) ", 
"","dbp:column First-class_cricket", "9.57487552661815E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57487552661815E-4 condAB=0.833333333333333 condBA=9.58588957055215E-4 supA=6.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1974' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00188679245283019", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00188679245283019 condAB=0.833333333333333 condBA=0.0018910741301059 supA=6.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1974' in l_e(c,p,os) ", 
"","dbp:column Test_cricket", "0.00396196513470681", "e dbp:column Test_cricket", "Cricketer", "Coherence=0.00396196513470681 condAB=0.625 condBA=0.00398724082934609 supA=8.0 supB=1254.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/Test_cricket", "dbo:Cricketer in c_e and '1975' in l_e(c,p,os) ", 
"","dbp:column One_Day_International", "0.00494559841740851", "e dbp:column One_Day_International", "Cricketer", "Coherence=0.00494559841740851 condAB=0.625 condBA=0.00498504486540379 supA=8.0 supB=1003.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/One_Day_International", "dbo:Cricketer in c_e and '1975' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00114854517611026", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114854517611026 condAB=0.75 condBA=0.00115030674846626 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1975' in l_e(c,p,os) ", 
"","dbp:country India@en", "0.00959692898272553", "e dbp:country India@en", "Cricketer", "Coherence=0.00959692898272553 condAB=0.357142857142857 condBA=0.00986193293885602 supA=14.0 supB=507.0", "NN", "Coherence", "e", "http://dbpedia.org/property/country", ""India"@en", "dbo:Cricketer in c_e and '1975' in l_e(c,p,so) ", 
"","dbp:column First-class_cricket", "9.57304231284702E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57304231284702E-4 condAB=0.714285714285714 condBA=9.58588957055215E-4 supA=7.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1976' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00114854517611026", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00114854517611026 condAB=0.75 condBA=0.00115030674846626 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1977' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "9.57120980091884E-4", "e dbp:column First-class_cricket", "Cricketer", "Coherence=9.57120980091884E-4 condAB=0.625 condBA=9.58588957055215E-4 supA=8.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1978' in l_e(c,p,os) ", 
"","dbp:club Oxford_University_Cricket_Club", "0.0121654501216545", "e dbp:club Oxford_University_Cricket_Club", "Cricketer", "Coherence=0.0121654501216545 condAB=0.833333333333333 condBA=0.0123456790123457 supA=6.0 supB=405.0", "NN", "Coherence", "e", "http://dbpedia.org/property/club", "http://dbpedia.org/resource/Oxford_University_Cricket_Club", "dbo:Cricketer in c_e and 'in 1978' in l_e(c,p,os) ", 
"","dbp:column First-class_cricket", "0.00191314329443275", "e dbp:column First-class_cricket", "Cricketer", "Coherence=0.00191314329443275 condAB=0.909090909090909 condBA=0.00191717791411043 supA=11.0 supB=5216.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/First-class_cricket", "dbo:Cricketer in c_e and '1979' in l_e(c,p,os) ", 
"","dbp:column List_A_cricket", "0.00263653483992467", "e dbp:column List_A_cricket", "Cricketer", "Coherence=0.00263653483992467 condAB=0.636363636363636 condBA=0.00264750378214826 supA=11.0 supB=2644.0", "NN", "Coherence", "e", "http://dbpedia.org/property/column", "http://dbpedia.org/resource/List_A_cricket", "dbo:Cricketer in c_e and '1979' in l_e(c,p,os) ", 
"","dbo:country England", "0.00424448217317487", "e dbo:country England", "Cricketer", "Coherence=0.00424448217317487 condAB=0.384615384615385 condBA=0.00429184549356223 supA=13.0 supB=1165.0", "NN", "Coherence", "e", "http://dbpedia.org/ontology/country", "http://dbpedia.org/resource/England", "dbo:Cricketer in c_e and '1979' in l_e(c,p,so) ", 
